State,Year,Quarter,District,RegisteredUsers,AppOpens
Telangana,2018,1,Jaya Shankar Bhalupally District,21824,0
Telangana,2018,1,Warangal Urban District,133840,0
Telangana,2018,1,Rangareddy District,635175,0
Telangana,2018,1,Hyderabad District,655175,0
Telangana,2018,1,Suryapet District,52906,0
Telangana,2018,1,Jogulamba Gadwal District,21686,0
Telangana,2018,1,Kamareddy District,38028,0
Telangana,2018,1,Mulugu District,10977,0
Telangana,2018,1,Medchal Malkajgiri District,549429,0
Telangana,2018,1,Karimnagar District,100028,0
Telangana,2018,1,Mancherial District,59684,0
Telangana,2018,1,Siddipet District,61535,0
Telangana,2018,1,Khammam District,84941,0
Manipur,2022,1,Kangpokpi District,25589,1969108
Manipur,2022,1,Noney District,4525,821300
Manipur,2022,1,Imphal East District,81134,1040166
Manipur,2022,1,Thoubal District,38088,521538
Manipur,2022,1,Kakching District,17014,331592
Manipur,2022,1,Jiribam District,6842,373094
Manipur,2022,1,Ukhrul District,12728,1325142
Manipur,2022,1,Tamenglong District,10719,2895585
Manipur,2022,1,Kamjong District,2128,830279
Manipur,2022,1,Chandel District,8724,1216929
Manipur,2022,1,Bishnupur District,36514,1296613
Manipur,2022,1,Senapati District,2286,5363948
Manipur,2022,1,Pherzawl District,918,309373
Manipur,2022,1,Churachandpur District,31533,2171488
Manipur,2022,1,Tengnoupal District,8027,930673
Manipur,2022,1,Imphal West District,125131,1240919
Manipur,2024,1,Kangpokpi District,36739,4598898
Manipur,2024,1,Noney District,6533,5108565
Manipur,2024,1,Imphal East District,115869,3161656
Manipur,2024,1,Thoubal District,54656,1984452
Manipur,2024,1,Kakching District,24577,1088993
Manipur,2024,1,Jiribam District,10008,709466
Manipur,2024,1,Ukhrul District,18087,5029019
Manipur,2024,1,Tamenglong District,15465,9533003
Manipur,2024,1,Kamjong District,3009,309702
Manipur,2024,1,Chandel District,12511,2748224
Manipur,2024,1,Bishnupur District,52163,3567739
Manipur,2024,1,Senapati District,3259,14199104
Manipur,2024,1,Pherzawl District,1326,342835
Manipur,2024,1,Churachandpur District,45497,1625511
Manipur,2024,1,Tengnoupal District,11618,2609206
Manipur,2024,1,Imphal West District,178251,3142389
Manipur,2023,1,Kangpokpi District,30917,3790975
Manipur,2023,1,Noney District,5349,1387390
Manipur,2023,1,Imphal East District,98499,1036986
Manipur,2023,1,Thoubal District,46248,522679
Manipur,2023,1,Kakching District,20700,193416
Manipur,2023,1,Jiribam District,8381,1001353
Manipur,2023,1,Ukhrul District,15024,1662739
Manipur,2023,1,Tamenglong District,12843,2800286
Manipur,2023,1,Kamjong District,2411,903645
Manipur,2023,1,Chandel District,10406,1538087
Manipur,2023,1,Bishnupur District,44031,1311460
Manipur,2023,1,Senapati District,2658,8444325
Manipur,2023,1,Pherzawl District,1020,401858
Manipur,2023,1,Churachandpur District,38361,1887069
Manipur,2023,1,Tengnoupal District,9712,1181144
Manipur,2023,1,Imphal West District,151777,1355662
Manipur,2019,1,Kangpokpi District,5212,0
Manipur,2019,1,Noney District,919,0
Manipur,2019,1,Imphal East District,21136,0
Manipur,2019,1,Thoubal District,9529,0
Manipur,2019,1,Kakching District,3850,0
Manipur,2019,1,Jiribam District,1759,0
Manipur,2019,1,Ukhrul District,2368,0
Manipur,2019,1,Tamenglong District,2148,0
Manipur,2019,1,Kamjong District,382,0
Manipur,2019,1,Chandel District,1691,0
Manipur,2019,1,Bishnupur District,8537,0
Manipur,2019,1,Senapati District,451,0
Manipur,2019,1,Pherzawl District,98,0
Manipur,2019,1,Churachandpur District,6138,0
Manipur,2019,1,Tengnoupal District,1641,0
Manipur,2019,1,Imphal West District,33668,0
Manipur,2021,1,Kangpokpi District,19239,252420
Manipur,2021,1,Noney District,3286,55982
Manipur,2021,1,Imphal East District,62004,693766
Manipur,2021,1,Thoubal District,29072,314602
Manipur,2021,1,Kakching District,12888,123152
Manipur,2021,1,Jiribam District,5045,68826
Manipur,2021,1,Ukhrul District,9372,97569
Manipur,2021,1,Tamenglong District,7960,102778
Manipur,2021,1,Kamjong District,1481,28955
Manipur,2021,1,Chandel District,6467,107475
Manipur,2021,1,Bishnupur District,27615,304856
Manipur,2021,1,Senapati District,1655,102591
Manipur,2021,1,Pherzawl District,607,9375
Manipur,2021,1,Churachandpur District,23827,278146
Manipur,2021,1,Tengnoupal District,6049,83331
Manipur,2021,1,Imphal West District,96101,1085403
Manipur,2020,1,Kangpokpi District,10241,147812
Manipur,2020,1,Noney District,1787,41247
Manipur,2020,1,Imphal East District,36105,420094
Manipur,2020,1,Thoubal District,16244,175401
Manipur,2020,1,Kakching District,7075,74982
Manipur,2020,1,Jiribam District,3051,37923
Manipur,2020,1,Ukhrul District,4892,59944
Manipur,2020,1,Tamenglong District,4169,67905
Manipur,2020,1,Kamjong District,755,13665
Manipur,2020,1,Chandel District,3471,62247
Manipur,2020,1,Bishnupur District,15333,173021
Manipur,2020,1,Senapati District,922,47684
Manipur,2020,1,Pherzawl District,245,5039
Manipur,2020,1,Churachandpur District,12420,166120
Manipur,2020,1,Tengnoupal District,3179,53112
Manipur,2020,1,Imphal West District,57485,629446
Manipur,2018,1,Kangpokpi District,1439,0
Manipur,2018,1,Noney District,216,0
Manipur,2018,1,Imphal East District,6759,0
Manipur,2018,1,Thoubal District,2764,0
Manipur,2018,1,Kakching District,915,0
Manipur,2018,1,Jiribam District,460,0
Manipur,2018,1,Ukhrul District,602,0
Manipur,2018,1,Tamenglong District,550,0
Manipur,2018,1,Kamjong District,108,0
Manipur,2018,1,Chandel District,452,0
Manipur,2018,1,Bishnupur District,2371,0
Manipur,2018,1,Senapati District,85,0
Manipur,2018,1,Pherzawl District,24,0
Manipur,2018,1,Churachandpur District,1524,0
Manipur,2018,1,Tengnoupal District,352,0
Manipur,2018,1,Imphal West District,11304,0
Haryana,2022,1,Yamunanagar District,342886,5261303
Haryana,2022,1,Sonipat District,626016,8614006
Haryana,2022,1,Jind District,362830,10010350
Haryana,2022,1,Rohtak District,432623,11550480
Haryana,2022,1,Faridabad District,1654074,12225903
Haryana,2022,1,Mahendragarh District,351808,9461334
Haryana,2022,1,Hisar District,689980,21824961
Haryana,2022,1,Karnal District,527415,8478743
Haryana,2022,1,Fatehabad District,283380,9129258
Haryana,2022,1,Palwal District,441872,7644104
Haryana,2022,1,Charkhi Dadri District,117471,3325337
Haryana,2022,1,Ambala District,401530,4395015
Haryana,2022,1,Rewari District,595001,7829983
Haryana,2022,1,Panchkula District,290799,3228748
Haryana,2022,1,Bhiwani District,400556,19969949
Haryana,2022,1,Sirsa District,411238,15813675
Haryana,2022,1,Mewat District,377036,8636382
Haryana,2022,1,Panipat District,556104,6462976
Haryana,2022,1,Gurugram District,2929873,21160321
Haryana,2022,1,Kaithal District,288578,8668955
Haryana,2022,1,Kurukshetra District,340030,4582898
Haryana,2022,1,Jhajjar District,445888,8953786
Haryana,2024,1,Yamunanagar District,481727,16474619
Haryana,2024,1,Sonipat District,892110,19153667
Haryana,2024,1,Jind District,515893,17766861
Haryana,2024,1,Rohtak District,612619,18232550
Haryana,2024,1,Faridabad District,2342026,12021069
Haryana,2024,1,Mahendragarh District,505857,9845270
Haryana,2024,1,Hisar District,981843,28909760
Haryana,2024,1,Karnal District,741880,20395870
Haryana,2024,1,Fatehabad District,401953,17156905
Haryana,2024,1,Palwal District,630556,11060445
Haryana,2024,1,Charkhi Dadri District,168657,2846519
Haryana,2024,1,Ambala District,564748,10570668
Haryana,2024,1,Rewari District,850468,7233620
Haryana,2024,1,Panchkula District,409382,5416099
Haryana,2024,1,Bhiwani District,575590,24555177
Haryana,2024,1,Sirsa District,582023,30454364
Haryana,2024,1,Mewat District,542539,19314495
Haryana,2024,1,Panipat District,791258,17789586
Haryana,2024,1,Gurugram District,4134124,23592547
Haryana,2024,1,Kaithal District,409446,19019535
Haryana,2024,1,Kurukshetra District,474951,13029640
Haryana,2024,1,Jhajjar District,638613,12013709
Haryana,2023,1,Yamunanagar District,414986,7866007
Haryana,2023,1,Sonipat District,764865,11625437
Haryana,2023,1,Jind District,441504,14216848
Haryana,2023,1,Rohtak District,527046,16091318
Haryana,2023,1,Faridabad District,2018956,10283031
Haryana,2023,1,Mahendragarh District,430911,12274162
Haryana,2023,1,Hisar District,846309,29820179
Haryana,2023,1,Karnal District,638547,12403580
Haryana,2023,1,Fatehabad District,344515,13027091
Haryana,2023,1,Palwal District,540064,8165880
Haryana,2023,1,Charkhi Dadri District,143804,5726434
Haryana,2023,1,Ambala District,486481,5334526
Haryana,2023,1,Rewari District,728428,7651433
Haryana,2023,1,Panchkula District,352286,5096706
Haryana,2023,1,Bhiwani District,489622,23288893
Haryana,2023,1,Sirsa District,499413,21379822
Haryana,2023,1,Mewat District,462550,8324447
Haryana,2023,1,Panipat District,679052,8499970
Haryana,2023,1,Gurugram District,3572322,17085217
Haryana,2023,1,Kaithal District,350582,9619468
Haryana,2023,1,Kurukshetra District,410056,5729756
Haryana,2023,1,Jhajjar District,545862,11436061
Haryana,2019,1,Yamunanagar District,111935,0
Haryana,2019,1,Sonipat District,199593,0
Haryana,2019,1,Jind District,121923,0
Haryana,2019,1,Rohtak District,147392,0
Haryana,2019,1,Faridabad District,634024,0
Haryana,2019,1,Mahendragarh District,109746,0
Haryana,2019,1,Hisar District,245236,0
Haryana,2019,1,Karnal District,177042,0
Haryana,2019,1,Fatehabad District,101001,0
Haryana,2019,1,Palwal District,141953,0
Haryana,2019,1,Charkhi Dadri District,35788,0
Haryana,2019,1,Ambala District,136012,0
Haryana,2019,1,Rewari District,207051,0
Haryana,2019,1,Panchkula District,105044,0
Haryana,2019,1,Bhiwani District,132014,0
Haryana,2019,1,Sirsa District,146936,0
Haryana,2019,1,Mewat District,92292,0
Haryana,2019,1,Panipat District,181548,0
Haryana,2019,1,Gurugram District,1159832,0
Haryana,2019,1,Kaithal District,97311,0
Haryana,2019,1,Kurukshetra District,115295,0
Haryana,2019,1,Jhajjar District,139799,0
Haryana,2021,1,Yamunanagar District,261709,4171624
Haryana,2021,1,Sonipat District,475192,10259395
Haryana,2021,1,Jind District,273932,4823696
Haryana,2021,1,Rohtak District,329147,7034036
Haryana,2021,1,Faridabad District,1272506,37824622
Haryana,2021,1,Mahendragarh District,265121,7786463
Haryana,2021,1,Hisar District,526528,11468230
Haryana,2021,1,Karnal District,402850,7618470
Haryana,2021,1,Fatehabad District,215301,3757518
Haryana,2021,1,Palwal District,335048,12710006
Haryana,2021,1,Charkhi Dadri District,88122,2051877
Haryana,2021,1,Ambala District,307153,5271257
Haryana,2021,1,Rewari District,453500,14968730
Haryana,2021,1,Panchkula District,223482,3991694
Haryana,2021,1,Bhiwani District,301458,7059970
Haryana,2021,1,Sirsa District,310911,5229914
Haryana,2021,1,Mewat District,284058,12278997
Haryana,2021,1,Panipat District,423131,8104365
Haryana,2021,1,Gurugram District,2262589,83093025
Haryana,2021,1,Kaithal District,218191,3635272
Haryana,2021,1,Kurukshetra District,260673,5020980
Haryana,2021,1,Jhajjar District,337303,8526542
Haryana,2020,1,Yamunanagar District,178961,2625978
Haryana,2020,1,Sonipat District,325111,5887001
Haryana,2020,1,Jind District,190347,3049401
Haryana,2020,1,Rohtak District,231317,3889336
Haryana,2020,1,Faridabad District,935992,22162012
Haryana,2020,1,Mahendragarh District,181158,3850212
Haryana,2020,1,Hisar District,382469,6580784
Haryana,2020,1,Karnal District,283270,4897515
Haryana,2020,1,Fatehabad District,152969,2162924
Haryana,2020,1,Palwal District,233542,6895425
Haryana,2020,1,Charkhi Dadri District,59348,1013262
Haryana,2020,1,Ambala District,215379,3471937
Haryana,2020,1,Rewari District,323001,7633507
Haryana,2020,1,Panchkula District,160534,2591842
Haryana,2020,1,Bhiwani District,208228,3705008
Haryana,2020,1,Sirsa District,219623,3131069
Haryana,2020,1,Mewat District,176392,5813427
Haryana,2020,1,Panipat District,293916,4951364
Haryana,2020,1,Gurugram District,1700505,52800456
Haryana,2020,1,Kaithal District,151832,2465825
Haryana,2020,1,Kurukshetra District,184817,3491337
Haryana,2020,1,Jhajjar District,230059,4723846
Haryana,2018,1,Yamunanagar District,46198,0
Haryana,2018,1,Sonipat District,79638,0
Haryana,2018,1,Jind District,51815,0
Haryana,2018,1,Rohtak District,62452,0
Haryana,2018,1,Faridabad District,231504,0
Haryana,2018,1,Mahendragarh District,45460,0
Haryana,2018,1,Hisar District,113872,0
Haryana,2018,1,Karnal District,73612,0
Haryana,2018,1,Fatehabad District,48955,0
Haryana,2018,1,Palwal District,48774,0
Haryana,2018,1,Charkhi Dadri District,14712,0
Haryana,2018,1,Ambala District,54127,0
Haryana,2018,1,Rewari District,85350,0
Haryana,2018,1,Panchkula District,41867,0
Haryana,2018,1,Bhiwani District,57585,0
Haryana,2018,1,Sirsa District,70800,0
Haryana,2018,1,Mewat District,29541,0
Haryana,2018,1,Panipat District,74739,0
Haryana,2018,1,Gurugram District,474081,0
Haryana,2018,1,Kaithal District,41222,0
Haryana,2018,1,Kurukshetra District,47932,0
Haryana,2018,1,Jhajjar District,53121,0
Gujarat,2022,1,Anand District,514400,7167547
Gujarat,2022,1,Jamnagar District,352844,11272088
Gujarat,2022,1,Devbhumi Dwarka District,123599,10163939
Gujarat,2022,1,Rajkot District,889499,21835586
Gujarat,2022,1,Aravallis District,195778,13826407
Gujarat,2022,1,Chhotaudepur District,83102,9593557
Gujarat,2022,1,Botad District,167646,11054773
Gujarat,2022,1,Bharuch District,722367,22613416
Gujarat,2022,1,Bhavnagar District,593259,14665634
Gujarat,2022,1,Junagadh District,255421,10584411
Gujarat,2022,1,Mahesana District,656908,15122677
Gujarat,2022,1,The Dangs District,23744,5058807
Gujarat,2022,1,Kheda District,401982,10309975
Gujarat,2022,1,Surat District,3210535,25388620
Gujarat,2022,1,Porbandar District,89084,3467401
Gujarat,2022,1,Gandhinagar District,799301,9240181
Gujarat,2022,1,Panch Mahals District,263066,11638061
Gujarat,2022,1,Narmada District,73152,10102922
Gujarat,2022,1,Gir Somnath District,217816,7182103
Gujarat,2022,1,Valsad District,643742,11625495
Gujarat,2022,1,Mahisagar District,118430,8605093
Gujarat,2022,1,Sabar Kantha District,342020,15498082
Gujarat,2022,1,Tapi District,135297,8491029
Gujarat,2022,1,Vadodara District,1368210,17275828
Gujarat,2022,1,Banas Kantha District,802470,50103535
Gujarat,2022,1,Amreli District,253714,21192598
Gujarat,2022,1,Ahmadabad District,3897869,37428068
Gujarat,2022,1,Dohad District,194298,13091132
Gujarat,2022,1,Navsari District,283795,7740515
Gujarat,2022,1,Patan District,329312,17459087
Gujarat,2022,1,Kachchh District,671465,46433002
Gujarat,2022,1,Surendranagar District,315677,22854956
Gujarat,2022,1,Morbi District,275512,13690414
Gujarat,2024,1,Anand District,725286,47712353
Gujarat,2024,1,Jamnagar District,502043,103491091
Gujarat,2024,1,Devbhumi Dwarka District,177051,55135369
Gujarat,2024,1,Rajkot District,1258350,153387378
Gujarat,2024,1,Aravallis District,280637,41011031
Gujarat,2024,1,Chhotaudepur District,119543,76259410
Gujarat,2024,1,Botad District,241676,31722303
Gujarat,2024,1,Bharuch District,1032496,65684071
Gujarat,2024,1,Bhavnagar District,849932,69328239
Gujarat,2024,1,Junagadh District,362721,55200486
Gujarat,2024,1,Mahesana District,931768,44584198
Gujarat,2024,1,The Dangs District,33734,44394519
Gujarat,2024,1,Kheda District,574412,41455807
Gujarat,2024,1,Surat District,4569769,60117201
Gujarat,2024,1,Porbandar District,126509,34106094
Gujarat,2024,1,Gandhinagar District,1122367,26275839
Gujarat,2024,1,Panch Mahals District,378230,71211579
Gujarat,2024,1,Narmada District,104913,59601688
Gujarat,2024,1,Gir Somnath District,314774,31816020
Gujarat,2024,1,Valsad District,919660,69230695
Gujarat,2024,1,Mahisagar District,170321,52391947
Gujarat,2024,1,Sabar Kantha District,486544,69518281
Gujarat,2024,1,Tapi District,191321,29632547
Gujarat,2024,1,Vadodara District,1923948,62236670
Gujarat,2024,1,Banas Kantha District,1165004,180333087
Gujarat,2024,1,Amreli District,364743,90760710
Gujarat,2024,1,Ahmadabad District,5485010,78387058
Gujarat,2024,1,Dohad District,279800,92944959
Gujarat,2024,1,Navsari District,400390,20591803
Gujarat,2024,1,Patan District,475027,93489428
Gujarat,2024,1,Kachchh District,962243,218768815
Gujarat,2024,1,Surendranagar District,454008,130488828
Gujarat,2024,1,Morbi District,397742,90530684
Gujarat,2023,1,Anand District,622872,11094924
Gujarat,2023,1,Jamnagar District,428091,21680075
Gujarat,2023,1,Devbhumi Dwarka District,148801,18769135
Gujarat,2023,1,Rajkot District,1079736,39239734
Gujarat,2023,1,Aravallis District,238121,28001732
Gujarat,2023,1,Chhotaudepur District,100145,18084906
Gujarat,2023,1,Botad District,204401,17674036
Gujarat,2023,1,Bharuch District,881508,35066869
Gujarat,2023,1,Bhavnagar District,722197,29045885
Gujarat,2023,1,Junagadh District,308246,17876630
Gujarat,2023,1,Mahesana District,798353,22683144
Gujarat,2023,1,The Dangs District,28390,11092861
Gujarat,2023,1,Kheda District,489299,16496752
Gujarat,2023,1,Surat District,3919829,31170398
Gujarat,2023,1,Porbandar District,107378,6961510
Gujarat,2023,1,Gandhinagar District,968586,12538501
Gujarat,2023,1,Panch Mahals District,320798,22409437
Gujarat,2023,1,Narmada District,88517,15549721
Gujarat,2023,1,Gir Somnath District,266205,14183188
Gujarat,2023,1,Valsad District,786811,22096341
Gujarat,2023,1,Mahisagar District,143947,18381216
Gujarat,2023,1,Sabar Kantha District,415319,24713550
Gujarat,2023,1,Tapi District,163181,20730719
Gujarat,2023,1,Vadodara District,1658232,27075998
Gujarat,2023,1,Banas Kantha District,985280,96676164
Gujarat,2023,1,Amreli District,306770,33221816
Gujarat,2023,1,Ahmadabad District,4734630,51443909
Gujarat,2023,1,Dohad District,236847,28965819
Gujarat,2023,1,Navsari District,343293,13483688
Gujarat,2023,1,Patan District,402483,30561359
Gujarat,2023,1,Kachchh District,817441,89545643
Gujarat,2023,1,Surendranagar District,383186,46572566
Gujarat,2023,1,Morbi District,337337,25380718
Gujarat,2019,1,Anand District,175515,0
Gujarat,2019,1,Jamnagar District,121494,0
Gujarat,2019,1,Devbhumi Dwarka District,38898,0
Gujarat,2019,1,Rajkot District,304415,0
Gujarat,2019,1,Aravallis District,56005,0
Gujarat,2019,1,Chhotaudepur District,20287,0
Gujarat,2019,1,Botad District,58126,0
Gujarat,2019,1,Bharuch District,252826,0
Gujarat,2019,1,Bhavnagar District,203617,0
Gujarat,2019,1,Junagadh District,82263,0
Gujarat,2019,1,Mahesana District,230403,0
Gujarat,2019,1,The Dangs District,6307,0
Gujarat,2019,1,Kheda District,124598,0
Gujarat,2019,1,Surat District,1180819,0
Gujarat,2019,1,Porbandar District,28860,0
Gujarat,2019,1,Gandhinagar District,291858,0
Gujarat,2019,1,Panch Mahals District,81863,0
Gujarat,2019,1,Narmada District,19105,0
Gujarat,2019,1,Gir Somnath District,69872,0
Gujarat,2019,1,Valsad District,209477,0
Gujarat,2019,1,Mahisagar District,31147,0
Gujarat,2019,1,Sabar Kantha District,109651,0
